ortho	phon	lemme	cgram	genre	nombre	
tranchée-abri	tR@SeabRi	tranchée-abri	NOM	f	s	
tranchées	tR@Se	tranchée	NOM	f	p	
tranchées-abris	tR@SeabRi	tranchée-abri	NOM	f	p	
tranchelards	tR@S°laR	tranchelard	NOM	m	p	
tranches	tR@S	tranche	NOM	f	p	
tranchet	tR@SE	tranchet	NOM	m	s	
tranchets	tR@SE	tranchet	NOM	m	p	
trancheur	tR@S9R	trancheur	NOM	m	s	
trancheuse	tR@S2z	trancheur	NOM	f	s	
tranchoir	tR@SwaR	tranchoir	NOM	m	s	
tranchoirs	tR@SwaR	tranchoir	NOM	m	p	
tranquille	tR@kil	tranquille	NOM	m	s	
tranquillisant	tR@kiliz@	tranquillisant	NOM	m	s	
tranquillisants	tR@kiliz@	tranquillisant	NOM	m	p	
tranquillité	tR@kilite	tranquillité	NOM	f	s	
tranquillités	tR@kilite	tranquillité	NOM	f	p	
transaction	tR@zaksj§	transaction	NOM	f	s	
transactions	tR@zaksj§	transaction	NOM	f	p	
transaminase	tR@zaminaz	transaminase	NOM	f	s	
transaminases	tR@zaminaz	transaminase	NOM	f	p	
transat	tR@zat	transat	NOM		s	
transatlantique	tR@zatl@tik	transatlantique	NOM	m	s	
transatlantiques	tR@zatl@tik	transatlantique	NOM	m	p	
transats	tR@zat	transat	NOM		p	
transbordement	tR@sbORd°m@	transbordement	NOM	m	s	
transbordements	tR@sbORd°m@	transbordement	NOM	m	p	
transbordeur	tR@sbORd9R	transbordeur	NOM	m	s	
transcendance	tR@s@d@s	transcendance	NOM	f	s	
transcendantalistes	tR@s@d@talist	transcendantaliste	NOM		p	
transcriptase	tR@skRiptaz	transcriptase	NOM	f	s	
transcripteur	tR@skRipt9R	transcripteur	NOM	m	s	
transcription	tR@skRipsj§	transcription	NOM	f	s	
transcriptions	tR@skRipsj§	transcription	NOM	f	p	
transducteur	tR@sdykt9R	transducteur	NOM	m	s	
transducteurs	tR@sdykt9R	transducteur	NOM	m	p	
transduction	tR@sdyksj§	transduction	NOM	f	s	
transe	tR@s	transe	NOM	f	s	
transept	tR@sEpt	transept	NOM	m	s	
transepts	tR@sEpt	transept	NOM	m	p	
transes	tR@s	transe	NOM	f	p	
transfèrement	tR@sfER°m@	transfèrement	NOM	m	s	
transfèrements	tR@sfER°m@	transfèrement	NOM	m	p	
transfert	tR@sfER	transfert	NOM	m	s	
transferts	tR@sfER	transfert	NOM	m	p	
transfiguration	tR@sfigyRasj§	transfiguration	NOM	f	s	
transfigurations	tR@sfigyRasj§	transfiguration	NOM	f	p	
transfiguratrice	tR@sfigyRatRis	transfigurateur	NOM	f	s	
transfo	tR@sfo	transfo	NOM	m	s	
transformateur	tR@sfORmat9R	transformateur	NOM	m	s	
transformateurs	tR@sfORmat9R	transformateur	NOM	m	p	
transformation	tR@sfORmasj§	transformation	NOM	f	s	
transformations	tR@sfORmasj§	transformation	NOM	f	p	
transformiste	tR@sfORmist	transformiste	NOM		s	
transfos	tR@sfo	transfo	NOM	m	p	
transfuge	tR@sfyZ	transfuge	NOM	m	s	
transfuges	tR@sfyZ	transfuge	NOM	m	p	
transfusée	tR@sfyze	transfusé	NOM	f	s	
transfuseur	tR@sfyz9R	transfuseur	NOM	m	s	
transfusion	tR@sfyzj§	transfusion	NOM	f	s	
transfusions	tR@sfyzj§	transfusion	NOM	f	p	
transgresseur	tR@sgRes9R	transgresseur	NOM	m	s	
transgression	tR@sgREsj§	transgression	NOM	f	s	
transgressions	tR@sgREsj§	transgression	NOM	f	p	
transhumance	tR@zym@s	transhumance	NOM	f	s	
transhumances	tR@zym@s	transhumance	NOM	f	p	
transillumination	tR@zilyminasj§	transillumination	NOM	f	s	
transistor	tR@zistOR	transistor	NOM	m	s	
transistors	tR@zistOR	transistor	NOM	m	p	
transit	tR@zit	transit	NOM	m	s	
transitaires	tR@zitER	transitaire	NOM		p	
transition	tR@zisj§	transition	NOM	f	s	
transitions	tR@zisj§	transition	NOM	f	p	
transits	tR@zit	transit	NOM	m	p	
translation	tR@slasj§	translation	NOM	f	s	
translations	tR@slasj§	translation	NOM	f	p	
translocation	tR@slOkasj§	translocation	NOM	f	s	
translucidité	tR@slysidite	translucidité	NOM	f	s	
transmetteur	tR@smEt9R	transmetteur	NOM	m	s	
transmetteurs	tR@smEt9R	transmetteur	NOM	m	p	
transmigration	tR@smigRasj§	transmigration	NOM	f	s	
transmission	tR@smisj§	transmission	NOM	f	s	
transmissions	tR@smisj§	transmission	NOM	f	p	
transmutation	tR@smytasj§	transmutation	NOM	f	s	
transmutations	tR@smytasj§	transmutation	NOM	f	p	
transparence	tR@spaR@s	transparence	NOM	f	s	
transparences	tR@spaR@s	transparence	NOM	f	p	
transparent	tR@spaR@	transparent	NOM	m	s	
transparents	tR@spaR@	transparent	NOM	m	p	
transpiration	tR@spiRasj§	transpiration	NOM	f	s	
transplantation	tR@spl@tasj§	transplantation	NOM	f	s	
transplantations	tR@spl@tasj§	transplantation	NOM	f	p	
transplants	tR@spl@	transplant	NOM	m	p	
transpondeur	tR@sp§d9R	transpondeur	NOM	m	s	
transport	tR@spOR	transport	NOM	m	s	
transportation	tR@spORtasj§	transportation	NOM	f	s	
transporté	tR@spORte	transporté	NOM	m	s	
transportée	tR@spORte	transporté	NOM	f	s	
transportées	tR@spORte	transporté	NOM	f	p	
transportés	tR@spORte	transporté	NOM	m	p	
transporteur	tR@spORt9R	transporteur	NOM	m	s	
transporteurs	tR@spORt9R	transporteur	NOM	m	p	
transports	tR@spOR	transport	NOM	m	p	
transposition	tR@spozisj§	transposition	NOM	f	s	
transpositions	tR@spozisj§	transposition	NOM	f	p	
transposon	tR@spoz§	transposon	NOM	m	s	
transsaharienne	tR@ssaaRjEn	transsaharien	NOM	f	s	
transsexualisme	tR@seksyalizm	transsexualisme	NOM	m	s	
transsexualité	tR@ssEks8alite	transsexualité	NOM	f	s	
transsibérien	tR@ssibeRj5	transsibérien	NOM	m	s	
transsubstantiation	tR@ssypst@tjasj§	transsubstantiation	NOM	f	s	
transsudat	tR@ssyda	transsudat	NOM	m	s	
transvestisme	tR@svEstism	transvestisme	NOM	m	s	
trapèze	tRapEz	trapèze	NOM	m	s	
trapèzes	tRapEz	trapèze	NOM	m	p	
trapéziste	tRapezist	trapéziste	NOM		s	
trapézistes	tRapezist	trapéziste	NOM		p	
trappe	tRap	trappe	NOM	f	s	
trappes	tRap	trappe	NOM	f	p	
trappeur	tRap9R	trappeur	NOM	m	s	
trappeurs	tRap9R	trappeur	NOM	m	p	
trappiste	tRapist	trappiste	NOM	m	s	
trappistes	tRapist	trappiste	NOM	m	p	
trappon	tRap§	trappon	NOM	m	s	
traque	tRak	traque	NOM	f	s	
traquenard	tRak°naR	traquenard	NOM	m	s	
traquenards	tRak°naR	traquenard	NOM	m	p	
traques	tRak	traque	NOM	f	p	
traquet	tRakE	traquet	NOM	m	s	
traquets	tRakE	traquet	NOM	m	p	
traqueur	tRak9R	traqueur	NOM	m	s	
traqueurs	tRak9R	traqueur	NOM	m	p	
traqueuse	tRak2z	traqueur	NOM	f	s	
trattoria	tRatoRja	trattoria	NOM	f	s	
trattorias	tRatoRja	trattoria	NOM	f	p	
trauma	tRoma	trauma	NOM	m	s	
traumas	tRoma	trauma	NOM	m	p	
traumatisme	tRomatizm	traumatisme	NOM	m	s	
traumatismes	tRomatizm	traumatisme	NOM	m	p	
traumatologie	tRomatOlOZi	traumatologie	NOM	f	s	
traumatologue	tRomatolOg	traumatologue	NOM		s	
travail	tRavaj	travail	NOM	m	s	
travailleur	tRavaj9R	travailleur	NOM	m	s	
travailleurs	tRavaj9R	travailleur	NOM	m	p	
travailleuse	tRavaj2z	travailleur	NOM	f	s	
travailleuses	tRavaj2z	travailleur	NOM	f	p	
travailliste	tRavajist	travailliste	NOM		s	
travaillistes	tRavajist	travailliste	NOM		p	
travaux	tRavo	travail	NOM	m	p	
trave	tRav	trave	NOM	f	s	
travée	tRave	travée	NOM	f	s	
travées	tRave	travée	NOM	f	p	
traveller	tRav°l9R	traveller	NOM	m	s	
traveller's chèques	tRav°l9RsSEk	traveller's chèque	NOM	m	p	
travellers	tRav2lERs	traveller	NOM	m	p	
travelling	tRav°liG	travelling	NOM	m	s	
travellings	tRav°liG	travelling	NOM	m	p	
travelo	tRav°lo	travelo	NOM	m	s	
travelos	tRav°lo	travelo	NOM	m	p	
travers	tRavER	travers	NOM	m		
traverse	tRavERs	traverse	NOM	f	s	
traversée	tRavERse	traversée	NOM	f	s	
traversées	tRavERse	traversée	NOM	f	p	
traverses	tRavERs	traverse	NOM	f	p	
traversier	tRavERsje	traversier	NOM	m	s	
traversin	tRavERs5	traversin	NOM	m	s	
traversine	tRavERsin	traversine	NOM	f	s	
traversins	tRavERs5	traversin	NOM	m	p	
travertin	tRavERt5	travertin	NOM	m	s	
travesti	tRavEsti	travesti	NOM	m	s	
travestis	tRavEsti	travesti	NOM	m	p	
travestisme	tRavEstizm	travestisme	NOM	m	s	
travestissement	tRavEstis°m@	travestissement	NOM	m	s	
travestissements	tRavEstis°m@	travestissement	NOM	m	p	
travois	tRavwa	travois	NOM	m		
trax	tRaks	trax	NOM	m		
trayeuse	tREj2z	trayeur	NOM	f	s	
trayeuses	tREj2z	trayeur	NOM	f	p	
trayon	tREj§	trayon	NOM	m	s	
trayons	tREj§	trayon	NOM	m	p	
trébuchement	tRebyS°m@	trébuchement	NOM	m	s	
trébuchements	tRebyS°m@	trébuchement	NOM	m	p	
trébuchet	tRebySE	trébuchet	NOM	m	s	
trecento	tRetSEnto	trecento	NOM	m	s	
trèfle	tREfl	trèfle	NOM	m	s	
trèfles	tREfl	trèfle	NOM	m	p	
tréflières	tReflijER	tréflière	NOM	f	p	
tréfonds	tRef§	tréfonds	NOM	m		
treillage	tREjaZ	treillage	NOM	m	s	
treillages	tREjaZ	treillage	NOM	m	p	
treillard	tREjaR	treillard	NOM	m	s	
treille	tREj	treille	NOM	f	s	
treilles	tREj	treille	NOM	f	p	
treillis	tReji	treillis	NOM	m		
treizaine	tREzEn	treizain	NOM	f	s	
treizième	tREzjEm	treizième	NOM		s	
trek	tREk	trek	NOM	m	s	
trekkeur	tREk9R	trekkeur	NOM	m	s	
trekking	tREkiG	trekking	NOM	m	s	
tréma	tRema	tréma	NOM	m	s	
trémail	tRemaj	trémail	NOM	m	s	
trémas	tRema	tréma	NOM	m	p	
tremblé	tR@ble	tremblé	NOM	m	s	
tremble	tR@bl	tremble	NOM	m	s	
tremblement	tR@bl°m@	tremblement	NOM	m	s	
tremblements	tR@bl°m@	tremblement	NOM	m	p	
trembles	tR@bl	tremble	NOM	m	p	
trembleur	tR@bl9R	trembleur	NOM	m	s	
tremblote	tR@blOt	tremblote	NOM	f	s	
tremblotement	tR@blOt°m@	tremblotement	NOM	m	s	
tremblotements	tR@blOt°m@	tremblotement	NOM	m	p	
trémie	tRemi	trémie	NOM	f	s	
trémies	tRemi	trémie	NOM	f	p	
trémois	tRemwa	trémois	NOM	m		
trémolo	tRemolo	trémolo	NOM	m	s	
trémolos	tRemolo	trémolo	NOM	m	p	
tremolos	tRemolo	tremolo	NOM	m	p	
trémoussement	tRemus°m@	trémoussement	NOM	m	s	
trémoussements	tRemus°m@	trémoussement	NOM	m	p	
trempage	tR@paZ	trempage	NOM	m	s	
trempages	tR@paZ	trempage	NOM	m	p	
trempe	tR@p	trempe	NOM	f	s	
trempes	tR@p	trempe	NOM	f	p	
trempette	tR@pEt	trempette	NOM	f	s	
trempeur	tR@p9R	trempeur	NOM	m	s	
tremplin	tR@pl5	tremplin	NOM	m	s	
trempoline	tR@pOlin	trempoline	NOM	m	s	
trémulation	tRemylasj§	trémulation	NOM	f	s	
trench	tREnS	trench	NOM	m	s	
trench-coat	tREnSkOwt	trench-coat	NOM	m	s	
trench-coats	tREnSkOwt	trench-coat	NOM	m	p	
trentaine	tR@tEn	trentaine	NOM	f	s	
trente	tR@t	trente	NOM	m		
trente-et-quarante	tR@tekaR@t	trente-et-quarante	NOM	m		
trente-et-un	tR@te1	trente-et-un	NOM	m		
trépan	tRep@	trépan	NOM	m	s	
trépanation	tRepanasj§	trépanation	NOM	f	s	
trépané	tRepane	trépané	NOM	m	s	
trépanée	tRepane	trépané	NOM	f	s	
trépas	tRepa	trépas	NOM	m		
trépassé	tRepase	trépassé	NOM	m	s	
trépassée	tRepase	trépassé	NOM	f	s	
trépassées	tRepase	trépassé	NOM	f	p	
trépassés	tRepase	trépassé	NOM	m	p	
trèpe	tREp	trèpe	NOM	m	s	
trépidation	tRepidasj§	trépidation	NOM	f	s	
trépidations	tRepidasj§	trépidation	NOM	f	p	
trépied	tRepje	trépied	NOM	m	s	
trépieds	tRepje	trépied	NOM	m	p	
trépignement	tRepiN°m@	trépignement	NOM	m	s	
trépignements	tRepiN°m@	trépignement	NOM	m	p	
tréponème	tReponEm	tréponème	NOM	m	s	
tréponèmes	tReponEm	tréponème	NOM	m	p	
trésor	tRezOR	trésor	NOM	m	s	
trésorerie	tRezOR°Ri	trésorerie	NOM	f	s	
trésorier	tRezoRje	trésorier	NOM	m	s	
trésorier-payeur	tRezoRjepEj9R	trésorier-payeur	NOM	m	s	
trésorière	tRezoRjER	trésorier	NOM	f	s	
trésoriers	tRezoRje	trésorier	NOM	m	p	
trésors	tRezOR	trésor	NOM	m	p	
tressaillement	tResaj°m@	tressaillement	NOM	m	s	
tressaillements	tResaj°m@	tressaillement	NOM	m	p	
tressautement	tResot°m@	tressautement	NOM	m	s	
tressautements	tResot°m@	tressautement	NOM	m	p	
tresse	tREs	tresse	NOM	f	s	
tresses	tREs	tresse	NOM	f	p	
tresseurs	tREs9R	tresseur	NOM	m	p	
tréteau	tReto	tréteau	NOM	m	s	
tréteaux	tReto	tréteau	NOM	m	p	
treuil	tR9j	treuil	NOM	m	s	
treuils	tR9j	treuil	NOM	m	p	
trêve	tREv	trêve	NOM	f	s	
trêves	tREv	trêve	NOM	f	p	
tri	tRi	tri	NOM	m	s	
triade	tRijad	triade	NOM	f	s	
triades	tRijad	triade	NOM	f	p	
triage	tRijaZ	triage	NOM	m	s	
trial	tRijal	trial	NOM	m	s	
triangle	tRij@gl	triangle	NOM	m	s	
triangles	tRij@gl	triangle	NOM	m	p	
triangulaire	tRij@gylER	triangulaire	NOM	f	s	
triangulaires	tRij@gylER	triangulaire	NOM	f	p	
triangulation	tRij@gylasj§	triangulation	NOM	f	s	
trianon	tRijan§	trianon	NOM	m	s	
trias	tRijas	trias	NOM	m		
triathlète	tRiatlEt	triathlète	NOM		s	
triathlon	tRijatl§	triathlon	NOM	m	s	
tribart	tRibaR	tribart	NOM	m	s	
tribord	tRibOR	tribord	NOM	m	s	
tribu	tRiby	tribu	NOM	f	s	
tribulation	tRibylasj§	tribulation	NOM	f	s	
tribulations	tRibylasj§	tribulation	NOM	f	p	
tribun	tRib1	tribun	NOM	m	s	
tribunal	tRibynal	tribunal	NOM	m	s	
tribunat	tRibyna	tribunat	NOM	m	s	
tribunaux	tRibyno	tribunal	NOM	m	p	
tribune	tRibyn	tribune	NOM	f	s	
tribunes	tRibyn	tribune	NOM	f	p	
tribuns	tRib1	tribun	NOM	m	p	
tribus	tRiby	tribu	NOM	f	p	
tribut	tRiby	tribut	NOM	m	s	
tributs	tRiby	tribut	NOM	m	p	
tric	tRik	tric	NOM	m	s	
tricard	tRikaR	tricard	NOM	m	s	
tricentenaire	tRis@t°nER	tricentenaire	NOM	m	s	
triceps	tRisEps	triceps	NOM	m		
tricératops	tRiseRatOps	tricératops	NOM	m		
triche	tRiS	triche	NOM	f	s	
tricherie	tRiS°Ri	tricherie	NOM	f	s	
tricheries	tRiS°Ri	tricherie	NOM	f	p	
triches	tRiS	triche	NOM	f	p	
tricheur	tRiS9R	tricheur	NOM	m	s	
tricheurs	tRiS9R	tricheur	NOM	m	p	
tricheuse	tRiS2z	tricheur	NOM	f	s	
tricheuses	tRiS2z	tricheur	NOM	f	p	
trichinose	tRikinoz	trichinose	NOM	f	s	
trichloréthylène	tRikloRetilEn	trichloréthylène	NOM	m	s	
trichlorure	tRiklORyR	trichlorure	NOM	m	s	
trichophyties	tRikofiti	trichophytie	NOM	f	p	
trick	tRik	trick	NOM	m	s	
tricoises	tRikwaz	tricoises	NOM	f	p	
tricorne	tRikORn	tricorne	NOM	m	s	
tricornes	tRikORn	tricorne	NOM	m	p	
tricot	tRiko	tricot	NOM	m	s	
tricotage	tRikotaZ	tricotage	NOM	m	s	
tricotages	tRikotaZ	tricotage	NOM	m	p	
tricoteur	tRikot9R	tricoteur	NOM	m	s	
tricoteuse	tRikot2z	tricoteur	NOM	f	s	
tricoteuses	tRikot2z	tricoteur	NOM	f	p	
tricots	tRiko	tricot	NOM	m	p	
trictrac	tRiktRak	trictrac	NOM	m	s	
tricycle	tRisikl	tricycle	NOM	m	s	
tricycles	tRisikl	tricycle	NOM	m	p	
tricycliste	tRisiklist	tricycliste	NOM		s	
trident	tRid@	trident	NOM	m	s	
tridents	tRid@	trident	NOM	m	p	
tridi	tRidi	tridi	NOM	m	s	
trieur	tRij9R	trieur	NOM	m	s	
trieurs	tRij9R	trieur	NOM	m	p	
trieuse	tRij2z	trieur	NOM	f	s	
trieuses	tRij2z	trieur	NOM	f	p	
trifolium	tRifoljOm	trifolium	NOM	m	s	
triforium	tRifoRjOm	triforium	NOM	m	s	
trigger	tRig9R	trigger	NOM	m	s	
trigles	tRigl	trigle	NOM	m	p	
triglycéride	tRigliseRid	triglycéride	NOM	m	s	
triglycérides	tRigliseRid	triglycéride	NOM	m	p	
trigonométrie	tRigonometRi	trigonométrie	NOM	f	s	
trigrammes	tRigRam	trigramme	NOM	m	p	
trille	tRij	trille	NOM	m	s	
trilles	tRij	trille	NOM	m	p	
trillion	tRilj§	trillion	NOM	m	s	
trillions	tRilj§	trillion	NOM	m	p	
trilobite	tRilobit	trilobite	NOM	m	s	
trilogie	tRiloZi	trilogie	NOM	f	s	
trimard	tRimaR	trimard	NOM	m	s	
trimardeur	tRimaRd9R	trimardeur	NOM	m	s	
trimardeurs	tRimaRd9R	trimardeur	NOM	m	p	
trimards	tRimaR	trimard	NOM	m	p	
trimballage	tR5balaZ	trimballage	NOM	m	s	
trimestre	tRimEstR	trimestre	NOM	m	s	
trimestres	tRimEstR	trimestre	NOM	m	p	
trimeur	tRim9R	trimeur	NOM	m	s	
trimeurs	tRim9R	trimeur	NOM	m	p	
trimmer	tRim9R	trimmer	NOM	m	s	
trinacrie	tRinakRi	trinacrie	NOM	f	s	
tringle	tR5gl	tringle	NOM	f	s	
tringles	tR5gl	tringle	NOM	f	p	
tringlette	tR5glEt	tringlette	NOM	f	s	
tringlot	tR5glo	tringlot	NOM	m	s	
tringlots	tR5glo	tringlot	NOM	m	p	
trinidadienne	tRinidadjEn	trinidadienne	NOM	f	s	
trinité	tRinite	trinité	NOM	f	s	
trinitrine	tRinitRin	trinitrine	NOM	f	s	
trinôme	tRinom	trinôme	NOM	m	s	
trinquette	tR5kEt	trinquette	NOM	f	s	
trio	tRijo	trio	NOM	m	s	
triode	tRijOd	triode	NOM	f	s	
triolet	tRijOlE	triolet	NOM	m	s	
triolets	tRijolE	triolet	NOM	m	p	
triolisme	tRiolizm	triolisme	NOM	m	s	
triomphalisme	tRij§falism	triomphalisme	NOM	m	s	
triomphateur	tRij§fat9R	triomphateur	NOM	m	s	
triomphateurs	tRij§fat9R	triomphateur	NOM	m	p	
triomphatrice	tRij§fatRis	triomphateur	NOM	f	s	
triomphatrices	tRij§fatRis	triomphateur	NOM	f	p	
triomphe	tRij§f	triomphe	NOM	m	s	
triomphes	tRij§f	triomphe	NOM	m	p	
trional	tRijOnal	trional	NOM	m	s	
trionix	tRijOniks	trionix	NOM	m		
trios	tRijo	trio	NOM	m	p	
trip	tRip	trip	NOM	m	s	
tripaille	tRipaj	tripaille	NOM	f	s	
tripailles	tRipaj	tripaille	NOM	f	p	
tripang	tRip@	tripang	NOM	m	s	
tripangs	tRip@	tripang	NOM	m	p	
tripatouillage	tRipatujaZ	tripatouillage	NOM	m	s	
tripatouillages	tRipatujaZ	tripatouillage	NOM	m	p	
tripe	tRip	tripe	NOM	f	s	
triperie	tRip°Ri	triperie	NOM	f	s	
triperies	tRip°Ri	triperie	NOM	f	p	
tripes	tRip	tripe	NOM	f	p	
tripette	tRipEt	tripette	NOM	f	s	
triphosphate	tRifOsfat	triphosphate	NOM	m	s	
tripier	tRipje	tripier	NOM	m	s	
tripière	tRipjER	tripier	NOM	f	s	
tripiers	tRipje	tripier	NOM	m	p	
triplé	tRiple	triplé	NOM	m	s	
triple	tRipl	triple	NOM	m	s	
triplées	tRiple	triplé	NOM	f	p	
triplement	tRipl°m@	triplement	NOM	m	s	
triples	tRipl	triple	NOM	m	p	
triplés	tRiple	triplé	NOM	m	p	
triplets	tRiplE	triplet	NOM	m	p	
triplette	tRiplEt	triplette	NOM	f	s	
triplex	tRiplEks	triplex	NOM	m		
triplice	tRiplis	triplice	NOM	f	s	
tripode	tRipOd	tripode	NOM	m	s	
tripoli	tRipoli	tripoli	NOM	m	s	
triporteur	tRipORt9R	triporteur	NOM	m	s	
triporteurs	tRipORt9R	triporteur	NOM	m	p	
tripot	tRipo	tripot	NOM	m	s	
tripotage	tRipotaZ	tripotage	NOM	m	s	
tripotages	tRipotaZ	tripotage	NOM	m	p	
tripotée	tRipote	tripotée	NOM	f	s	
tripoteur	tRipot9R	tripoteur	NOM	m	s	
tripoteuse	tRipOt2z	tripoteur	NOM	f	s	
tripots	tRipo	tripot	NOM	m	p	
tripoux	tRipu	tripoux	NOM	m	p	
trips	tRip	trip	NOM	m	p	
triptyque	tRiptik	triptyque	NOM	m	s	
triptyques	tRiptik	triptyque	NOM	m	p	
trique	tRik	trique	NOM	f	s	
triqueballe	tRik°bal	triqueballe	NOM	m	s	
triques	tRik	trique	NOM	f	p	
trirème	tRiREm	trirème	NOM	f	s	
trirèmes	tRiREm	trirème	NOM	f	p	
tris	tRi	tri	NOM	m	p	
trisaïeul	tRizaj9l	trisaïeul	NOM	m	s	
trisaïeule	tRizaj9l	trisaïeul	NOM	f	s	
trisaïeuls	tRizaj9l	trisaïeul	NOM	m	p	
trismus	tRismys	trismus	NOM	m		
trisomie	tRizOmi	trisomie	NOM	f	s	
tristesse	tRistEs	tristesse	NOM	f	s	
tristesses	tRistEs	tristesse	NOM	f	p	
trithéisme	tRiteizm	trithéisme	NOM	m	s	
trithérapie	tRiteRapi	trithérapie	NOM	f	s	
tritium	tRitjOm	tritium	NOM	m	s	
triton	tRit§	triton	NOM	m	s	
tritons	tRit§	triton	NOM	m	p	
trituration	tRityRasj§	trituration	NOM	f	s	
triturations	tRityRasj§	trituration	NOM	f	p	
triumvir	tRijOmviR	triumvir	NOM	m	s	
triumvirat	tRijOmviRa	triumvirat	NOM	m	s	
trivialité	tRivjalite	trivialité	NOM	f	s	
trivialités	tRivjalite	trivialité	NOM	f	p	
trivium	tRivjOm	trivium	NOM	m	s	
trobriandais	tRobRij@dE	trobriandais	NOM	m		
troc	tROk	troc	NOM	m	s	
trocart	tRokaR	trocart	NOM	m	s	
trochanter	tROk@tER	trochanter	NOM	m	s	
troche	tROS	troche	NOM	f	s	
trochée	tRoSe	trochée	NOM		s	
trochures	tRoSyR	trochure	NOM	f	p	
trocs	tROk	troc	NOM	m	p	
troène	tRoEn	troène	NOM	m	s	
troènes	tRoEn	troène	NOM	m	p	
troglodyte	tRoglodit	troglodyte	NOM	m	s	
troglodytes	tRoglodit	troglodyte	NOM	m	p	
trogne	tRON	trogne	NOM	f	s	
trognes	tRON	trogne	NOM	f	p	
trognon	tRoN§	trognon	NOM	m	s	
trognons	tRoN§	trognon	NOM	m	p	
troïka	tRoika	troïka	NOM	f	s	
troïkas	tRoika	troïka	NOM	f	p	
trois-deux	tRwad2	trois-deux	NOM	m		
trois-huit	tRwa8it	trois-huit	NOM	m		
trois-mâts	tRwama	trois-mâts	NOM	m		
trois-points	tRwapw5	trois-points	NOM	m		
trois-quarts	tRwakaR	trois-quarts	NOM	m		
trois-quatre	tRwakatR	trois-quatre	NOM	m		
trois-six	tRwasis	trois-six	NOM	m		
troisième	tRwazjEm	troisième	NOM		s	
troisièmes	tRwazjEm	troisième	NOM		p	
troll	tROl	troll	NOM	m	s	
trolle	tROl	trolle	NOM	f	s	
trolley	tRolE	trolley	NOM	m	s	
trolleybus	tRolEbys	trolleybus	NOM	m		
trolleys	tRolE	trolley	NOM	m	p	
trolls	tROl	troll	NOM	m	p	
trombe	tR§b	trombe	NOM	f	s	
trombes	tR§b	trombe	NOM	f	p	
trombine	tR§bin	trombine	NOM	f	s	
trombines	tR§bin	trombine	NOM	f	p	
trombinoscope	tR§binoskOp	trombinoscope	NOM	m	s	
tromblon	tR§bl§	tromblon	NOM	m	s	
tromblons	tR§bl§	tromblon	NOM	m	p	
trombone	tR§bOn	trombone	NOM	m	s	
trombones	tR§bOn	trombone	NOM	m	p	
tromboniste	tR§bOnist	tromboniste	NOM		s	
trommel	tRomEl	trommel	NOM	m	s	
trompe	tR§p	trompe	NOM	f	s	
trompe-l'oeil	tR§pl9j	trompe-l'oeil	NOM	m		
tromperie	tR§p°Ri	tromperie	NOM	f	s	
tromperies	tR§p°Ri	tromperie	NOM	f	p	
trompes	tR§p	trompe	NOM	f	p	
trompette	tR§pEt	trompette	NOM		s	
trompettes	tR§pEt	trompette	NOM		p	
trompettiste	tR§petist	trompettiste	NOM		s	
trompettistes	tR§pEtist	trompettiste	NOM		p	
trompeur	tR§p9R	trompeur	NOM	m	s	
trompeurs	tR§p9R	trompeur	NOM	m	p	
tronc	tR§	tronc	NOM	m	s	
tronche	tR§S	tronche	NOM	f	s	
tronches	tR§S	tronche	NOM	f	p	
tronçon	tR§s§	tronçon	NOM	m	s	
tronçonneuse	tR§son2z	tronçonneur	NOM	f	s	
tronçonneuses	tR§son2z	tronçonneur	NOM	f	p	
tronçons	tR§s§	tronçon	NOM	m	p	
troncs	tR§	tronc	NOM	m	p	
trône	tRon	trône	NOM	m	s	
trônes	tRon	trône	NOM	m	p	
trop-perçu	tRopERsy	trop-perçu	NOM	m	s	
trop-plein	tRopl5	trop-plein	NOM	m	s	
trop-pleins	tRopl5	trop-plein	NOM	m	p	
trope	tROp	trope	NOM	m	s	
tropézienne	tRopezjEn	tropézien	NOM	f	s	
trophée	tRofe	trophée	NOM	m	s	
trophées	tRofe	trophée	NOM	m	p	
tropique	tRopik	tropique	NOM	m	s	
tropiques	tRopik	tropique	NOM	m	p	
tropisme	tRopizm	tropisme	NOM	m	s	
tropismes	tRopizm	tropisme	NOM	m	p	
troposphère	tRoposfER	troposphère	NOM	f	s	
troquet	tRokE	troquet	NOM	m	s	
troquets	tRokE	troquet	NOM	m	p	
trot	tRo	trot	NOM	m	s	
trots	tRo	trot	NOM	m	p	
trotskisme	tROtskizm	trotskisme	NOM	m	s	
trotskiste	tROtskist	trotskiste	NOM		s	
trotskistes	tROtskist	trotskiste	NOM		p	
trotskystes	tROtskist	trotskyste	NOM		p	
trotte	tROt	trotte	NOM	f	s	
trottes	tROt	trotte	NOM	f	p	
trotteur	tROt9R	trotteur	NOM	m	s	
trotteurs	tRot9R	trotteur	NOM	m	p	
trotteuse	tRot2z	trotteur	NOM	f	s	
trotteuses	tRot2z	trotteur	NOM	f	p	
trottignolles	tRotiNOl	trottignolle	NOM	m	p	
trottin	tRot5	trottin	NOM	m	s	
trottinement	tRotin°m@	trottinement	NOM	m	s	
trottinements	tRotin°m@	trottinement	NOM	m	p	
trottinette	tRotinEt	trottinette	NOM	f	s	
trottinettes	tRotinEt	trottinette	NOM	f	p	
trottins	tRot5	trottin	NOM	m	p	
trottoir	tRotwaR	trottoir	NOM	m	s	
