ortho	phon	lemme	cgram	genre	nombre	
détriment	detRim@	détriment	NOM	m	s	
détriments	detRim@	détriment	NOM	m	p	
détritus	detRitys	détritus	NOM	m		
détroit	detRwa	détroit	NOM	m	s	
détroits	detRwa	détroit	NOM	m	p	
détrônement	detRon°m@	détrônement	NOM	m	s	
détrousseur	detRus9R	détrousseur	NOM	m	s	
détrousseurs	detRus9R	détrousseur	NOM	m	p	
dette	dEt	dette	NOM	f	s	
dettes	dEt	dette	NOM	f	p	
deuche	d2S	deuche	NOM	f	s	
deuil	d9j	deuil	NOM	m	s	
deuils	d9j	deuil	NOM	m	p	
deus ex machina	deuseksmakina	deus ex machina	NOM	m		
deutérium	d2teRjOm	deutérium	NOM	m	s	
deutéronome	d2teRonom	deutéronome	NOM	m	s	
deux-chevaux	d2S°vo	deux-chevaux	NOM	f		
deux-deux	d2d2	deux-deux	NOM	m		
deux-mâts	d2ma	deux-mâts	NOM	m		
deux-pièces	d2pjEs	deux-pièces	NOM	m		
deux-points	d2pw5	deux-points	NOM	m		
deux-ponts	d2p§	deux-ponts	NOM	m		
deux-quatre	d2katR	deux-quatre	NOM	m		
deux-roues	d2Ru	deux-roues	NOM	m		
deuxième	d2zjEm	deuxième	NOM		s	
deuxièmes	d2zjEm	deuxième	NOM		p	
dévalement	deval°m@	dévalement	NOM	m	s	
dévalorisation	devaloRizasj§	dévalorisation	NOM	f	s	
dévaluation	deval8asj§	dévaluation	NOM	f	s	
dévaluations	deval8asj§	dévaluation	NOM	f	p	
devanciers	d°v@sje	devancier	NOM	m	p	
devant	d°v@	devant	NOM	m	s	
devants	d°v@	devant	NOM	m	p	
devanture	d°v@tyR	devanture	NOM	f	s	
devantures	d°v@tyR	devanture	NOM	f	p	
dévastateur	devastat9R	dévastateur	NOM	m	s	
dévastateurs	devastat9R	dévastateur	NOM	m	p	
dévastation	devastasj§	dévastation	NOM	f	s	
dévastations	devastasj§	dévastation	NOM	f	p	
déveinards	devEnaR	déveinard	NOM	m	p	
déveine	devEn	déveine	NOM	f	s	
déveines	devEn	déveine	NOM	f	p	
développée	dev°lope	développée	NOM	f	s	
développées	dev°lope	développée	NOM	f	p	
développement	dev°lOp°m@	développement	NOM	m	s	
développements	dev°lOp°m@	développement	NOM	m	p	
développeur	dev°lop9R	développeur	NOM	m	s	
devenir	d°v°niR	devenir	NOM	m	s	
dévergondage	devERg§daZ	dévergondage	NOM	m	s	
dévergondages	devERg§daZ	dévergondage	NOM	m	p	
dévergondé	devERg§de	dévergondé	NOM	m	s	
dévergondée	devERg§de	dévergondé	NOM	f	s	
dévergondées	devERg§de	dévergondé	NOM	f	p	
déverrouillage	devERujaZ	déverrouillage	NOM	m	s	
déversement	devERs°m@	déversement	NOM	m	s	
déversements	devERs°m@	déversement	NOM	m	p	
déversoir	devERswaR	déversoir	NOM	m	s	
déviance	devj@s	déviance	NOM	f	s	
déviances	devj@s	déviance	NOM	f	p	
déviant	devj@	déviant	NOM	m	s	
déviante	devj@t	déviant	NOM	f	s	
déviants	devj@	déviant	NOM	m	p	
déviation	devjasj§	déviation	NOM	f	s	
déviationnisme	devjasjonizm	déviationnisme	NOM	m	s	
déviations	devjasj§	déviation	NOM	f	p	
dévideur	devid9R	dévideur	NOM	m	s	
dévidoir	devidwaR	dévidoir	NOM	m	s	
dévidoirs	devidwaR	dévidoir	NOM	m	p	
devin	d°v5	devin	NOM	m	s	
devineresse	d°vin°REs	devineur	NOM	f	s	
devineresses	d°vin°REs	devineur	NOM	f	p	
devinette	d°vinEt	devinette	NOM	f	s	
devinettes	d°vinEt	devinette	NOM	f	p	
devineur	d2vin9R	devineur	NOM	m	s	
devins	d°v5	devin	NOM	m	p	
dévirilisation	deviRilizasj§	dévirilisation	NOM	f	s	
devis	d°vi	devis	NOM	m		
devise	d°viz	devise	NOM	f	s	
devises	d°viz	devise	NOM	f	p	
dévissage	devisaZ	dévissage	NOM	m	s	
dévissé	devise	dévissé	NOM	m	s	
dévitalisation	devitalizasj§	dévitalisation	NOM	f	s	
dévoiement	devwam@	dévoiement	NOM	m	s	
dévoilement	devwal°m@	dévoilement	NOM	m	s	
dévoilements	devwal°m@	dévoilement	NOM	m	p	
devoir	d°vwaR	devoir	NOM	m	s	
devoirs	d°vwaR	devoir	NOM	m	p	
dévolu	devoly	dévolu	NOM	m	s	
dévolus	devoly	dévolu	NOM	m	p	
dévolution	devolysj§	dévolution	NOM	f	s	
devon	dev§	devon	NOM	m	s	
dévonien	devonj5	dévonien	NOM	m	s	
devons	d°v§	devon	NOM	m	p	
dévoration	devoRasj§	dévoration	NOM	f	s	
dévoreur	devoR9R	dévoreur	NOM	m	s	
dévoreurs	devoR9R	dévoreur	NOM	m	p	
dévoreuse	devoR2z	dévoreur	NOM	f	s	
dévoreuses	devoR2z	dévoreur	NOM	f	p	
dévot	devo	dévot	NOM	m	s	
dévote	devOt	dévot	NOM	f	s	
dévotes	devOt	dévot	NOM	f	p	
dévotion	devosj§	dévotion	NOM	f	s	
dévotions	devosj§	dévotion	NOM	f	p	
dévots	devo	dévot	NOM	m	p	
dévouement	devum@	dévouement	NOM	m	s	
dévouements	devum@	dévouement	NOM	m	p	
dévoyé	devwaje	dévoyé	NOM	m	s	
dévoyée	devwaje	dévoyé	NOM	f	s	
dévoyés	devwaje	dévoyé	NOM	m	p	
dexaméthasone	dEgzametazOn	dexaméthasone	NOM	f	s	
dextérité	dEksteRite	dextérité	NOM	f	s	
dextre	dEkstR	dextre	NOM	f	s	
dextrose	dEkstRoz	dextrose	NOM	m	s	
dey	dE	dey	NOM	m	s	
dharma	daRma	dharma	NOM	m	s	
dhole	dol2	dhole	NOM	m	s	
diabète	djabEt	diabète	NOM	m	s	
diabètes	djabEt	diabète	NOM	m	p	
diabétique	djabetik	diabétique	NOM		s	
diabétiques	djabetik	diabétique	NOM		p	
diable	djabl	diable	NOM	m	s	
diablerie	djabl°Ri	diablerie	NOM	f	s	
diableries	djabl°Ri	diablerie	NOM	f	p	
diables	djabl	diable	NOM	m	p	
diablesse	djablEs	diablesse	NOM	f	s	
diablesses	djablEs	diablesse	NOM	f	p	
diablotin	djablot5	diablotin	NOM	m	s	
diablotins	djablot5	diablotin	NOM	m	p	
diabolique	djabolik	diabolique	NOM	m	s	
diaboliques	djabolik	diabolique	NOM	m	p	
diabolisme	djabOlism	diabolisme	NOM	m	s	
diabolo	djabolo	diabolo	NOM	m	s	
diabolos	djabolo	diabolo	NOM	m	p	
diacétylmorphine	diasetilmORfin	diacétylmorphine	NOM	f	s	
diaclase	djaklaz	diaclase	NOM	f	s	
diaconesse	djakonEs	diaconesse	NOM	f	s	
diaconesses	djakonEs	diaconesse	NOM	f	p	
diaconie	djakoni	diaconie	NOM	f	s	
diacre	djakR	diacre	NOM	m	s	
diacres	djakR	diacre	NOM	m	p	
diadème	djadEm	diadème	NOM	m	s	
diadèmes	djadEm	diadème	NOM	m	p	
diagnose	djagnoz	diagnose	NOM	f	s	
diagnostic	djagnostik	diagnostic	NOM	m	s	
diagnostics	djagnostik	diagnostic	NOM	m	p	
diagnostiqueur	djagnOstik9R	diagnostiqueur	NOM	m	s	
diagonale	djagonal	diagonale	NOM	f	s	
diagonales	djagonal	diagonale	NOM	f	p	
diagramme	djagRam	diagramme	NOM	m	s	
diagrammes	djagRam	diagramme	NOM	m	p	
dialecte	djalEkt	dialecte	NOM	m	s	
dialectes	djalEkt	dialecte	NOM	m	p	
dialecticien	djalEktisj5	dialecticien	NOM	m	s	
dialecticienne	djalEktisjEn	dialecticien	NOM	f	s	
dialecticiens	djalEktisj5	dialecticien	NOM	m	p	
dialectique	djalEktik	dialectique	NOM	f	s	
dialectiques	djalEktik	dialectique	NOM	f	p	
dialogue	djalOg	dialogue	NOM	m	s	
dialogues	djalOg	dialogue	NOM	m	p	
dialoguiste	djalogist	dialoguiste	NOM		s	
dialoguistes	djalogist	dialoguiste	NOM		p	
dialyse	djaliz	dialyse	NOM	f	s	
dialyses	djaliz	dialyse	NOM	f	p	
diam	djam	diam	NOM	m	s	
diamant	djam@	diamant	NOM	m	s	
diamantaire	djam@tER	diamantaire	NOM		s	
diamantaires	djam@tER	diamantaire	NOM		p	
diamants	djam@	diamant	NOM	m	p	
diamètre	djamEtR	diamètre	NOM	m	s	
diamine	djamin	diamine	NOM	f	s	
diamorphine	djamORfin	diamorphine	NOM	f	s	
diams	djam	diam	NOM	m	p	
diane	djan	diane	NOM	f	s	
dianes	djan	diane	NOM	f	p	
diantre	dj@tR	diantre	NOM	m	s	
diapason	djapaz§	diapason	NOM	m	s	
diapasons	djapaz§	diapason	NOM	m	p	
diaphragme	djafRagm	diaphragme	NOM	m	s	
diaphragmes	djafRagm	diaphragme	NOM	m	p	
diapo	djapo	diapo	NOM	f	s	
diaporama	djapORama	diaporama	NOM	m	s	
diaporamas	djapoRama	diaporama	NOM	m	p	
diapos	djapo	diapo	NOM	f	p	
diapositive	djapozitiv	diapositive	NOM	f	s	
diapositives	djapozitiv	diapositive	NOM	f	p	
diaprures	djapRyR	diaprure	NOM	f	p	
diarrhée	djaRe	diarrhée	NOM	f	s	
diarrhées	djaRe	diarrhée	NOM	f	p	
diaspora	djaspoRa	diaspora	NOM	f	s	
diasporas	djaspoRa	diaspora	NOM	f	p	
diastole	djastOl	diastole	NOM	f	s	
diastoles	djastOl	diastole	NOM	f	p	
diatomée	djatOme	diatomée	NOM	f	s	
diatomées	djatome	diatomée	NOM	f	p	
diatribe	djatRib	diatribe	NOM	f	s	
diatribes	djatRib	diatribe	NOM	f	p	
dicastères	dikastER	dicastère	NOM	m	p	
dichotomie	dikotomi	dichotomie	NOM	f	s	
dichroïsme	dikRoizm	dichroïsme	NOM	m	s	
dico	diko	dico	NOM	m	s	
dicos	diko	dico	NOM	m	p	
dictames	diktam	dictame	NOM	m	p	
dictaphone	diktafOn	dictaphone	NOM	m	s	
dictaphones	diktafOn	dictaphone	NOM	m	p	
dictateur	diktat9R	dictateur	NOM	m	s	
dictateurs	diktat9R	dictateur	NOM	m	p	
dictatrice	diktatRis	dictateur	NOM	f	s	
dictats	dikta	dictat	NOM	m	p	
dictature	diktatyR	dictature	NOM	f	s	
dictatures	diktatyR	dictature	NOM	f	p	
dictée	dikte	dictée	NOM	f	s	
dictées	dikte	dictée	NOM	f	p	
diction	diksj§	diction	NOM	f	s	
dictionnaire	diksjonER	dictionnaire	NOM	m	s	
dictionnaires	diksjonER	dictionnaire	NOM	m	p	
dicton	dikt§	dicton	NOM	m	s	
dictons	dikt§	dicton	NOM	m	p	
didactique	didaktik	didactique	NOM	f	s	
die	di	die	NOM		s	
dièdre	djEdR	dièdre	NOM	m	s	
dièdres	djEdR	dièdre	NOM	m	p	
dieffenbachia	dif9nbaRja	dieffenbachia	NOM	f	s	
diem	djEm	diem	NOM	m	s	
diérèses	djeREz	diérèse	NOM	f	p	
dies irae	djEsiRe	dies irae	NOM	m		
dièse	djEz	dièse	NOM	m	s	
diesel	djezEl	diesel	NOM	m	s	
diesels	djezEl	diesel	NOM	m	p	
dièses	djEz	dièse	NOM	m	p	
diète	djEt	diète	NOM	f	s	
diététicien	djetetisj5	diététicien	NOM	m	s	
diététicienne	djetetisjEn	diététicien	NOM	f	s	
diététiciens	djetetisj5	diététicien	NOM	m	p	
diététique	djetetik	diététique	NOM	f	s	
diététiste	djetetist	diététiste	NOM		s	
dieu	dj2	dieu	NOM	m	s	
dieu-roi	dj2Rwa	dieu-roi	NOM	m	s	
dieux	dj2	dieu	NOM	m	p	
diffamateur	difamat9R	diffamateur	NOM	m	s	
diffamateurs	difamat9R	diffamateur	NOM	m	p	
diffamation	difamasj§	diffamation	NOM	f	s	
diffamations	difamasj§	diffamation	NOM	f	p	
diffamatrice	difamatRis	diffamateur	NOM	f	s	
différé	difeRe	différé	NOM	m	s	
différence	difeR@s	différence	NOM	f	s	
différences	difeR@s	différence	NOM	f	p	
différenciation	difeR@sjasj§	différenciation	NOM	f	s	
différenciations	difeR@sjasj§	différenciation	NOM	f	p	
différend	difeR@	différend	NOM	m	s	
différends	difeR@	différend	NOM	m	p	
différentiel	difeR@sjEl	différentiel	NOM	m	s	
difficulté	difikylte	difficulté	NOM	f	s	
difficultés	difikylte	difficulté	NOM	f	p	
difformité	difORmite	difformité	NOM	f	s	
difformités	difORmite	difformité	NOM	f	p	
diffraction	difRaksj§	diffraction	NOM	f	s	
diffuseur	difyz9R	diffuseur	NOM	m	s	
diffuseurs	difyz9R	diffuseur	NOM	m	p	
diffusion	difyzj§	diffusion	NOM	f	s	
diffusions	difyzj§	diffusion	NOM	f	p	
digest	diZEst	digest	NOM	m	s	
digeste	diZEst	digeste	NOM	m	s	
digestif	diZEstif	digestif	NOM	m	s	
digestifs	diZEstif	digestif	NOM	m	p	
digestion	diZEstj§	digestion	NOM	f	s	
digestions	diZEstj§	digestion	NOM	f	p	
digests	diZEst	digest	NOM	m	p	
digicode	diZikOd	digicode	NOM	m	s	
digit	diZit	digit	NOM	m	s	
digitale	diZital	digitale	NOM	f	s	
digitales	diZital	digitale	NOM	f	p	
digitaline	diZitalin	digitaline	NOM	f	s	
digitaliseur	diZitaliz9R	digitaliseur	NOM	m	s	
dignitaire	diNitER	dignitaire	NOM		s	
dignitaires	diNitER	dignitaire	NOM		p	
dignité	diNite	dignité	NOM	f	s	
dignités	diNite	dignité	NOM	f	p	
digression	digResj§	digression	NOM	f	s	
digressions	digResj§	digression	NOM	f	p	
digue	dig	digue	NOM	f	s	
digues	dig	digue	NOM	f	p	
diktat	dikta	diktat	NOM	m	s	
diktats	dikta	diktat	NOM	m	p	
dilapidation	dilapidasj§	dilapidation	NOM	f	s	
dilatateur	dilatat9R	dilatateur	NOM	m	s	
dilatateurs	dilatat9R	dilatateur	NOM	m	p	
dilatation	dilatasj§	dilatation	NOM	f	s	
dilatations	dilatasj§	dilatation	NOM	f	p	
dilation	dilasj§	dilation	NOM	f	s	
dilection	dilEksj§	dilection	NOM	f	s	
dilemme	dilEm	dilemme	NOM	m	s	
dilemmes	dilEm	dilemme	NOM	m	p	
dilettante	dilet@t	dilettante	NOM		s	
dilettantes	dilEt@t	dilettante	NOM		p	
dilettantisme	dilet@tizm	dilettantisme	NOM	m	s	
dilettantismes	dilEt@tizm	dilettantisme	NOM	m	p	
diligence	diliZ@s	diligence	NOM	f	s	
diligences	diliZ@s	diligence	NOM	f	p	
diluant	dil8@	diluant	NOM	m	s	
dilution	dilysj§	dilution	NOM	f	s	
dimanche	dim@S	dimanche	NOM	m	s	
dimanches	dim@S	dimanche	NOM	m	p	
dîme	dim	dîme	NOM	f	s	
dimension	dim@sj§	dimension	NOM	f	s	
dimensionnement	dim@sjOn°m@	dimensionnement	NOM	m	s	
dimensions	dim@sj§	dimension	NOM	f	p	
dîmes	dim	dîme	NOM	f	p	
diminutif	diminytif	diminutif	NOM	m	s	
diminutifs	diminytif	diminutif	NOM	m	p	
diminution	diminysj§	diminution	NOM	f	s	
diminutions	diminysj§	diminution	NOM	f	p	
dinamiteros	dinamit°Ro	dinamitero	NOM	m	p	
dinanderie	din@d°Ri	dinanderie	NOM	f	s	
dinar	dinaR	dinar	NOM	m	s	
dinars	dinaR	dinar	NOM	m	p	
dinde	d5d	dinde	NOM	f	s	
dindes	d5d	dinde	NOM	f	p	
dindon	d5d§	dindon	NOM	m	s	
dindonneau	d5dOno	dindonneau	NOM	m	s	
dindonneaux	d5dono	dindonneau	NOM	m	p	
dindons	d5d§	dindon	NOM	m	p	
dine	din	dine	NOM	m	s	
dîner	dine	dîner	NOM	m	s	
dîners	dine	dîner	NOM	m	p	
dînette	dinEt	dînette	NOM	f	s	
dînettes	dinEt	dînette	NOM	f	p	
dîneur	din9R	dîneur	NOM	m	s	
dîneurs	din9R	dîneur	NOM	m	p	
dîneuse	din2z	dîneur	NOM	f	s	
dingo	d5go	dingo	NOM	m	s	
dingos	d5go	dingo	NOM	m	p	
dingue	d5g	dingue	NOM		s	
dinguerie	d5g°Ri	dinguerie	NOM	f	s	
dingueries	d5g°Ri	dinguerie	NOM	f	p	
dingues	d5g	dingue	NOM		p	
dinosaure	dinozoR	dinosaure	NOM	m	s	
dinosaures	dinozoR	dinosaure	NOM	m	p	
diocèse	djosEz	diocèse	NOM	m	s	
diocèses	djosEz	diocèse	NOM	m	p	
diode	djOd	diode	NOM	f	s	
diodon	djod§	diodon	NOM	m	s	
dionée	djone	dionée	NOM	f	s	
dioptre	djOptR	dioptre	NOM	m	s	
dioptries	djOptRi	dioptrie	NOM	f	p	
diorama	djoRama	diorama	NOM	m	s	
dioramas	djoRama	diorama	NOM	m	p	
diorite	djORit	diorite	NOM	f	s	
dioxine	diOksin	dioxine	NOM	f	s	
dioxines	djOksin	dioxine	NOM	f	p	
dioxyde	djOksid	dioxyde	NOM	m	s	
diphényle	difenil	diphényle	NOM	m	s	
diphtérie	difteRi	diphtérie	NOM	f	s	
diphtongue	dift§g	diphtongue	NOM	f	s	
diphtongues	dift§g	diphtongue	NOM	f	p	
diplodocus	diplodokys	diplodocus	NOM	m		
diplomate	diplomat	diplomate	NOM		s	
diplomates	diplomat	diplomate	NOM		p	
diplomatie	diplomasi	diplomatie	NOM	f	s	
diplômé	diplome	diplômé	NOM	m	s	
diplôme	diplom	diplôme	NOM	m	s	
diplômée	diplome	diplômé	NOM	f	s	
diplômées	diplome	diplômé	NOM	f	p	
diplômes	diplom	diplôme	NOM	m	p	
diplômés	diplome	diplômé	NOM	m	p	
diplopie	diplOpi	diplopie	NOM	f	s	
dipneuste	dipn2st	dipneuste	NOM	m	s	
dipneustes	dipn2st	dipneuste	NOM	m	p	
dipôle	dipol	dipôle	NOM	m	s	
dipsomane	dipsOman	dipsomane	NOM		s	
dipsomanes	dipsoman	dipsomane	NOM		p	
dipsomanie	dipsOmani	dipsomanie	NOM	f	s	
diptyque	diptik	diptyque	NOM	m	s	
dire	diR	dire	NOM	m	s	
direct	diREkt	direct	NOM	m	s	
directeur	diREkt9R	directeur	NOM	m	s	
directeur-adjoint	diREkt9RadZw5	directeur-adjoint	NOM	m	s	
directeurs	diREkt9R	directeur	NOM	m	p	
direction	diREksj§	direction	NOM	f	s	
directions	diREksj§	direction	NOM	f	p	
directive	diREktiv	directive	NOM	f	s	
directives	diREktiv	directive	NOM	f	p	
directoire	diREktwaR	directoire	NOM	m	s	
directorat	diREktoRa	directorat	NOM	m	s	
directrice	diREktRis	directeur	NOM	f	s	
directrices	diREktRis	directeur	NOM	f	p	
directs	diREkt	direct	NOM	m	p	
dires	diR	dire	NOM	m	p	
dirham	diRam	dirham	NOM	m	s	
dirhams	diRam	dirham	NOM	m	p	
dirigeable	diRiZabl	dirigeable	NOM	m	s	
dirigeables	diRiZabl	dirigeable	NOM	m	p	
dirigeant	diRiZ@	dirigeant	NOM	m	s	
dirigeante	diRiZ@t	dirigeant	NOM	f	s	
dirigeants	diRiZ@	dirigeant	NOM	m	p	
dirlo	diRlo	dirlo	NOM	m	s	
dirlos	diRlo	dirlo	NOM	m	p	
disc-jockey	diskZokE	disc-jockey	NOM	m	s	
disc-jockeys	diskZokE	disc-jockey	NOM	m	p	
discernement	disERn°m@	discernement	NOM	m	s	
disciple	disipl	disciple	NOM		s	
disciple-roi	disipl°Rwa	disciple-roi	NOM		s	
disciples	disipl	disciple	NOM		p	
discipline	disiplin	discipline	NOM	f	s	
disciplines	disiplin	discipline	NOM	f	p	
disco	disko	disco	NOM		s	
discobole	diskobOl	discobole	NOM	m	s	
discoboles	diskobOl	discobole	NOM	m	p	
discographie	diskOgRafi	discographie	NOM	f	s	
discontinuité	disk§tin8ite	discontinuité	NOM	f	s	
discordance	diskORd@s	discordance	NOM	f	s	
discordances	diskORd@s	discordance	NOM	f	p	
discorde	diskORd	discorde	NOM	f	s	
discordes	diskORd	discord	NOM	f	p	
discordes	diskORd	discorde	NOM	f	p	
discos	disko	disco	NOM		p	
discothèque	diskotEk	discothèque	NOM	f	s	
discothèques	diskotEk	discothèque	NOM	f	p	
discount	diskunt	discount	NOM	m	s	
discoureur	diskuR9R	discoureur	NOM	m	s	
discoureurs	diskuR9R	discoureur	NOM	m	p	
discours	diskuR	discours	NOM	m		
discrédit	diskRedi	discrédit	NOM	m	s	
discrétion	diskResj§	discrétion	NOM	f	s	
discrimination	diskRiminasj§	discrimination	NOM	f	s	
discriminations	diskRiminasj§	discrimination	NOM	f	p	
disculpation	diskylpasj§	disculpation	NOM	f	s	
discussion	diskysj§	discussion	NOM	f	s	
discussions	diskysj§	discussion	NOM	f	p	
discutailleries	diskytaj°Ri	discutaillerie	NOM	f	p	
discutailleur	diskytaj9R	discutailleur	NOM	m	s	
disette	dizEt	disette	NOM	f	s	
disettes	dizEt	disette	NOM	f	p	
diseur	diz9R	diseur	NOM	m	s	
diseurs	diz9R	diseur	NOM	m	p	
diseuse	diz2z	diseur	NOM	f	s	
diseuses	diz2z	diseur	NOM	f	p	
disfonctionnement	disf§ksjOn°m@	disfonctionnement	NOM	m	s	
disgrâce	disgRas	disgrâce	NOM	f	s	
disgrâces	disgRas	disgrâce	NOM	f	p	
disharmonie	dizaRmoni	disharmonie	NOM	f	s	
disjoncteur	disZ§kt9R	disjoncteur	NOM	m	s	
disjoncteurs	disZ§kt9R	disjoncteur	NOM	m	p	
disjonction	disZ§ksj§	disjonction	NOM	f	s	
disjonctions	disZ§ksj§	disjonction	NOM	f	p	
diskette	diskEt	diskette	NOM	f	s	
dislocation	dislokasj§	dislocation	NOM	f	s	
dislocations	dislokasj§	dislocation	NOM	f	p	
disparate	dispaRat	disparate	NOM		s	
disparates	dispaRat	disparate	NOM		p	
disparité	dispaRite	disparité	NOM	f	s	
disparition	dispaRisj§	disparition	NOM	f	s	
disparitions	dispaRisj§	disparition	NOM	f	p	
disparu	dispaRy	disparu	NOM	m	s	
disparue	dispaRy	disparu	NOM	f	s	
